"Find School/District Results"
"Your search returned         2334 result(s)."

"OrganizationType","District","OrganizationCode","OrganizationName","Street","City","State","ZIP","Phone","Fax","Website","Education Program","Program Type","School Type","Inter-District Magnet","NCES Code","Designated High School","Agricultural Science and Technology (ASTE)","Title I Type","State Board of Education Approved","For Profit","Pre Kindergarten","Kindergarten","Grade 1","Grade 2","Grade 3","Grade 4","Grade 5","Grade 6","Grade 7","Grade 8","Grade 9","Grade 10","Grade 11","Grade 12"
"Nonpublic Elementary and Secondary Schools","Litchfield",="0740161","Connecticut Junior Republic","550 Goshen Road","Litchfield","CT",="06759","860-567-9423 x1211","860-567-2670","http://www.ctjuniorrepublic.org","APSEP",,,,,No,No,,Yes,No,="0",="0",="0",="0",="0",="1",="1",="1",="1",="1",="1",="1",="1",="1"
"Nonpublic Elementary and Secondary Schools","Litchfield",="0746221","Forman School","12 Norfolk Road","Litchfield","CT","06759-0080","860-567-1801","860-567-8317",,"Standard Non-Public",,,,,No,No,,Yes,No,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1"
"Nonpublic Elementary and Secondary Schools","Litchfield",="0740221","Litchfield Montessori School","5  Knife Shop Road","Northfield","CT",="06778","860-283-5920","860-283-0552",,"Standard Non-Public",,,,,No,No,,Yes,No,="1",="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0"
"Nonpublic Elementary and Secondary Schools","Madison",="0760161","Grove School","175 Copse Road","Madison","CT",="06443","203-245-2778","203-245-2607","http://www.Groveschool.org","APSEP",,,,,No,No,,Yes,Yes,="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1",="1",="1",="1"
"Nonpublic Elementary and Secondary Schools","Madison",="0760521","Our Lady of Mercy Preparatory Academy","20 Island Avenue","Madison","CT",="06443","203-689-5101",,"http://www.olmprep.com","Standard Non-Public",,,,,No,No,,No,No,="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0"
"Nonpublic Elementary and Secondary Schools","Madison",="0760421","SARAH in Action - Madison","51 Boston Post Road","Madison","CT",="06443","860-399-1888 x311","203-458-4050","http://sarah-inc.org/","TVSP",,,,,No,No,,No,No,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1"
"Nonpublic Elementary and Secondary Schools","Madison",="0760121","The Country School","341 Opening Hill Road","Madison","CT",="06443","203-421-3113","203-421-4390",,"Standard Non-Public",,,,,No,No,,Yes,No,="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0"
"Public Schools","Madison School District",="0766111","Daniel Hand High School","286 Green Hill Rd.","Madison","CT",="06443","203-245-6350",,"http://www.danielhand.org/",,,"Traditional/General Education",,="090228000411",No,No,,No,No,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1"
"Public Schools","Madison School District",="0760611","Dr. Robert H. Brown Elementary School","980 Durham Rd.","Madison","CT","06443-1843","203-245-6400",,"https://www.madison.k12.ct.us/brown-school",,,"Traditional/General Education",,="090228001382",No,No,,No,No,="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0"
"Public School Districts","Madison School District",="0760011","Madison School District","10 Campus Drive, Drawer 71","Madison","CT",="06443","203-245-6300",,"http://www.madison.k12.ct.us",,,,,="0902280",No,No,,No,No,,,,,,,,,,,,,,
"Public Schools","Madison School District",="0760711","Neck River Elementary School","180 Mungertown Road","Madison","CT",="06443","203-245-6300",,"https://www.madison.k12.ct.us/",,,"Traditional/General Education",,,No,No,,No,No,="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0"
"Public Schools","Madison School District",="0765211","Walter C. Polson Middle School","302 Green Hill Rd.","Madison","CT","06443-2283","203-245-6480",,"http://www.polsonmiddleschool.org",,,"Traditional/General Education",,="090228001480",No,No,,No,No,="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="0",="0",="0",="0"
"Nonpublic Elementary and Secondary Schools","Manchester",="0770221","Adelbrook Academy Manchester","42 Prospect Street","Manchester","CT",="06040","860-645-1255",,"http://www.adelbrook.org","APSEP",,,,,No,No,,No,No,="1",="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0"
"Nonpublic Elementary and Secondary Schools","Manchester",="0770161","Community Child Guidance Clinic School","317 North Main Street","Manchester","CT",="06042","860-646-0502","860-645-1470","http://www.ccgcinc.org","APSEP",,,,,No,No,,No,No,="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0"
"Nonpublic Elementary and Secondary Schools","Manchester",="0776121","East Catholic High School","115 New State Road","Manchester","CT",="06042","860-649-5336","860-649-7191",,"Standard Non-Public",,,,,No,No,,Yes,No,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1"
"Nonpublic Elementary and Secondary Schools","Manchester",="0770321","Journey Found, Inc.","60 Hilliard St.","Manchester","CT",="06042","860-643-9844","860-643-9539","http://journeyfound.org/","TVSP",,,,,No,No,,No,No,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1"
"Nonpublic Elementary and Secondary Schools","Manchester",="0770182","MARC, Inc. of Manchester - School to Work Transition Services","151 Sheldon Road","Manchester","CT",="06042","860-646-5718","860-645-9910","http://www.marcct.org","TVSP",,,,,No,No,,No,No,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1"
"Nonpublic Elementary and Secondary Schools","Manchester",="0770621","MARCH Inc. of Manchester","222 McKee Street","Manchester","CT",="06040","860-646-4446","860-646-0056","https://marchinc.org/","TVSP",,,,,No,No,,No,No,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1"
"Nonpublic Elementary and Secondary Schools","Manchester",="0770361","New Heights Academy of Manchester","71 Haynes Street","Manchester","CT",="06040","860-646-1222","860-533-3452","https://www.echn.org/services/behavioral-health/new-heights-academy/","APSEP",,,,,No,No,,No,Yes,="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1",="1",="1",="1"
"Nonpublic Elementary and Secondary Schools","Manchester",="0775221","St. Bridget School-Manchester","74 Main Street","Manchester","CT",="06042","860-649-7731","860-646-6936",,"Standard Non-Public",,,,,No,No,,Yes,No,="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0"
"Nonpublic Elementary and Secondary Schools","Manchester",="0770121","St. James-Manchester","73 Park Street","Manchester","CT",="06040","860-643-5088","860-649-6462",,"Standard Non-Public",,,,,No,No,,Yes,No,="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0"
"Nonpublic Elementary and Secondary Schools","Manchester",="0770521","The Cornerstone Christian School","236 Main Street","Manchester","CT",="06042","860-643-0792","860-647-9291",,"Standard Non-Public",,,,,No,No,,Yes,No,="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1"
"Public Schools","Manchester School District",="0770111","Bowers School","141 Princeton Street","Manchester","CT",="06042","860-647-3313","860-647-5001","http://www.mpspride.org/",,,"Traditional/General Education",,="090231000417",No,No,"Schoolwide",No,No,="0",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0",="0"
"Public Schools","Manchester School District",="0770311","Buckley School","250 Vernon Street","Manchester","CT",="06042","860-647-3302","860-647-5007","http://www.mpspride.org/",,,"Traditional/General Education",,="090231000418",No,No,,No,No,="0",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0",="0"
"Public Schools","Manchester School District",="0771711","Elisabeth M. Bennet Academy","1151 Main St.","Manchester","CT","06040-6011","860-647-3571","860-647-3577","http://www.mpspride.org/",,,"Traditional/General Education",,="090231001533",No,No,,No,No,="0",="0",="0",="0",="0",="0",="1",="1",="0",="0",="0",="0",="0",="0"
"Public Schools","Manchester School District",="0770411","Highland Park School","397 Porter St.","Manchester","CT","06040-5575","860-647-3430","860-647-6376","http://www.mpspride.org/",,,"Traditional/General Education",,="090231000420",No,No,"Schoolwide",No,No,="0",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0",="0"
"Public Schools","Manchester School District",="0775311","Illing Middle School","227 Middle Tpke E","Manchester","CT","06040-4261","860-647-3400","860-647-3419","http://www.mpspride.org/",,,"Traditional/General Education",,="090231000421",No,No,,No,No,="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="0",="0",="0",="0"
"Public Schools","Manchester School District",="0770611","Keeney School","65 North School St.","Manchester","CT",="06042","860-647-3354","860-647-5043","http://www.mpspride.org/",,,"Traditional/General Education",,="090231000422",No,No,"Schoolwide",No,No,="0",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0",="0"
"Program","Manchester School District",="0778011","Manchester Head Start","60 Washington Street","Manchester","CT","06042-3517","860-647-3502","860-647-5045","http://www.mpspride.org/",,"Pre-Kindergarten",,,="090231000519",No,No,,No,No,="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
"Public Schools","Manchester School District",="0776111","Manchester High School","134 MiddleTpke E","Manchester","CT","06040-4260","860-647-3530","860-646-3727","http://www.mpspride.org/",,,"Traditional/General Education",,="090231000424",No,No,,No,No,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1"
"Program","Manchester School District",="0770211","Manchester High School-Site 2","134 East Middle Turnpike","Manchester","CT",="06042","860-647-3342","860-647-5038","http://www.mpspride.org/",,"Alternative",,,="090231001769",No,No,,No,No,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1"
"Program","Manchester School District",="0771511","Manchester Middle Academy","65 North School St.","Manchester","CT",="06042","860-647-8233",,"https://www.mpspride.org/",,"Alternative",,,,No,No,,No,No,="0",="0",="0",="0",="0",="0",="1",="1",="1",="1",="0",="0",="0",="0"
"Public Schools","Manchester School District",="0771811","Manchester Preschool Center at Martin","140 Dartmouth Rd","Manchester","CT",="06040","860-647-3367","860-647-3431","http://martin.mpspride.org",,,"Traditional/General Education",,,No,No,,No,No,="1",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
"Program","Manchester School District",="0779011","Manchester Regional Academy","665 Wetherell St.","Manchester","CT","06040-6348","860-647-3495","860-647-3506","http://www.mpspride.org/",,"Alternative",,,="090231000427",No,No,,No,No,="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1",="1",="1"
"Public School Districts","Manchester School District",="0770011","Manchester School District","45 North School Street","Manchester","CT","06042-2010","860-647-3441","860-647-5042","http://www.mpspride.org/",,,,,="0902310",No,No,,No,No,,,,,,,,,,,,,,
"Program","Manchester School District",="0779111","Manchester Transition Center","11 Center Street","Manchester","CT","06040-5002","860-647-3521 x70232",,"http://www.mpspride.org/",,"Public Transition Program",,,="090231001599",No,No,,No,No,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1"
"Program","Manchester School District",="0770711","New Horizons","665 Wetherell Street","Manchester","CT",="06040","860-647-3496","860-647-3506","http://www.mpspride.org/",,"Alternative",,,="090231001717",No,No,,No,No,="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1",="1",="1"
"Public Schools","Manchester School District",="0771211","Verplanck School","126 Olcott Street","Manchester","CT",="06040","860-647-3383","860-647-5029","http://www.mpspride.org/",,,"Traditional/General Education",,="090231000429",No,No,"Schoolwide",No,No,="0",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0",="0"
"Public Schools","Manchester School District",="0771311","Waddell School","163 Broad Street","Manchester","CT",="06042","860-647-3392","860-647-6377","http://www.mpspride.org/",,,"Traditional/General Education",,="090231000430",No,No,"Schoolwide",No,No,="0",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0",="0"
"Nonpublic Elementary and Secondary Schools","Mansfield",="0780361","Natchaug Hospital Journey School","189 Storrs Road","Mansfield","CT",="06250","860-465-5926","860-423-1109","http://www.Natchaug.org","APSEP",,,,,No,No,,No,No,="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1",="1",="1",="1"
"Nonpublic Elementary and Secondary Schools","Mansfield",="0780121","Oak Grove Montessori","132 Pleasant Valley Road","Mansfield Center","CT",="06250","860-456-2907","860-456-2907",,"Standard Non-Public",,,,,No,No,,Yes,No,="1",="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0"
"Public Schools","Mansfield School District",="0780111","Mansfield Elementary School","134 Warrenville Rd.","Mansfield","CT","06250-1229","860-423-1611","860-487-4451","https://www.mansfieldct.gov/mes",,,"Traditional/General Education",,,No,No,"Targeted Assistance",No,No,="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0",="0"
"Public Schools","Mansfield School District",="0785111","Mansfield Middle School","205 Spring Hill Rd.","Storrs","CT","06268-2819","860-429-9341",,"http://www.mansfieldct.gov/mms",,,"Traditional/General Education",,="090234000433",No,No,,No,No,="0",="0",="0",="0",="0",="0",="1",="1",="1",="1",="0",="0",="0",="0"
"Public School Districts","Mansfield School District",="0780011","Mansfield School District","4 South Eagleville Road","Storrs","CT",="06268","860-429-3350",,"http://www.mansfieldct.gov/mboe",,,,,="0902340",No,No,,No,No,,,,,,,,,,,,,,
"Public Schools","Marlborough School District",="0790111","Elmer Thienes-Mary Hall Elementary School","25 School Dr.","Marlborough","CT","06447-1507","860-295-6220",,"http://www.marlborough.k12.ct.us",,,"Traditional/General Education",,="090237000437",No,No,"Targeted Assistance",No,No,="1",="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0"
"Public School Districts","Marlborough School District",="0790011","Marlborough School District","25 School Drive","Marlborough","CT",="06447","860-295-6236",,"http://marlborough.k12.ct.us",,,,,="0902370",No,No,,No,No,,,,,,,,,,,,,,
"Nonpublic Elementary and Secondary Schools","Meriden",="0801221","Carver Academy School","350 High Hill Rd","Wallingford","CT",="06492","203-630-6509",,"http://carverpreschool@innewlife.com","Standard Non-Public",,,,,No,No,,No,No,="0",="1",="1",="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0"
"Nonpublic Elementary and Secondary Schools","Meriden",="0800161","Meliora Academy","470 Murdock Avenue, Suite 1","Meriden","CT",="06450","203-237-5710",,"https://www.melioraacademy.net/","APSEP",,,,,No,No,,No,Yes,="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1"
"Nonpublic Elementary and Secondary Schools","Meriden",="0800182","MidState ARC, Inc.","200 Research Parkway","Meriden","CT",="06450","203-303-1956","203-626-5127","https://midstatearc.org/","TVSP",,,,,No,No,,No,No,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1"
"Nonpublic Elementary and Secondary Schools","Meriden",="0801121","MidState Christian Academy","139 Charles Street","Meriden","CT",="06450","203-237-0302","203-237-3578","http://www","Standard Non-Public",,,,,No,No,,Yes,No,="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1"
"Public Schools","Meriden School District",="0800111","Benjamin Franklin School","426 West Main St.","Meriden","CT","06450-3802","203-235-7997",,"https://www.meridenk12.org",,,"Traditional/General Education",,="090240000439",No,No,"Schoolwide",No,No,="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0"
"Public Schools","Meriden School District",="0801111","Casimir Pulaski School","100 Clearview Ave.","Meriden","CT","06450-6414","203-238-1273",,"https://www.meridenk12.org/",,,"Traditional/General Education",,="090240000440",No,No,"Schoolwide",No,No,="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0"
"Program","Meriden School District",="0800211","Community Classroom Collaborative","14 West Main Street","Meriden","CT",="06451","203-630-4177",,"http://www.meridenk12.org",,"Public Transition Program",,,="090240001800",No,No,,No,No,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1"
"Program","Meriden School District",="0802111","Community Collaborative Classroom - ACADEMY","14 West Main Street","Meriden","CT",="06451","203-630-4177",,"http://www.meridenk12.org",,"Public Transition Program",,,,No,No,,No,No,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1"
"Public Schools","Meriden School District",="0802711","Edison Middle School","1355 North Broad Street","Meriden","CT",="06450","203-379-2590",,"https://www.meridenk12.org",,,"Traditional/General Education",,="090240001948",No,No,"Schoolwide",No,No,="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="0",="0",="0",="0"
"Public Schools","Meriden School District",="0806111","Francis T. Maloney High School","121 Gravel St.","Meriden","CT","06450-4611","203-238-2334",,"https://www.meridenk12.org/",,,"Traditional/General Education",,="090240000441",No,No,"Schoolwide",No,No,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1"
"Public Schools","Meriden School District",="0800311","Hanover School","208 Main St.","Meriden","CT","06450-5149","203-235-6359",,"https://www.meridenk12.org/",,,"Traditional/General Education",,="090240000442",No,No,"Schoolwide",No,No,="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0"
