GeoName|GeoId|CDP02_53_EST|CDP02_53_ESTMOE|CDP02_53_PCT|CDP02_53_PCTMOE|CDP02_54_EST|CDP02_54_ESTMOE|CDP02_54_PCT|CDP02_54_PCTMOE|CDP02_57_EST|CDP02_57_ESTMOE|CDP02_57_PCT|CDP02_57_PCTMOE|CDP02_59_EST|CDP02_59_ESTMOE|CDP02_59_PCT|CDP02_59_PCTMOE|CDP02_61_EST|CDP02_61_ESTMOE|CDP02_61_PCT|CDP02_61_PCTMOE|CDP02_63_EST|CDP02_63_ESTMOE|CDP02_63_PCT|CDP02_63_PCTMOE
Omro School District, WI|5510980|1500|212|-888888888|-888888888|1495|213|99.7|0.7|4|7|0.3|0.5|4|4|0.3|0.4|0|13|-888888888|1.3|0|13|-888888888|1.3
Onalaska School District, WI|5511010|2885|331|-888888888|-888888888|2710|328|93.9|5.2|0|15|-888888888|0.7|30|30|1|1|110|138|3.8|4.7|40|49|1.4|1.7
Oostburg School District, WI|5511070|1090|168|-888888888|-888888888|1040|173|95.4|3.6|30|33|2.8|3.1|15|18|1.4|1.6|0|13|-888888888|1.8|0|13|-888888888|1.8
Oregon School District, WI|5511100|3975|440|-888888888|-888888888|3770|432|94.8|2.9|95|76|2.4|1.9|35|29|0.9|0.8|70|90|1.8|2.2|0|17|-888888888|0.5
Osceola School District, WI|5511160|1785|183|-888888888|-888888888|1760|176|98.6|1.4|10|11|0.6|0.6|15|20|0.8|1.1|0|13|-888888888|1.1|0|13|-888888888|1.1
Oshkosh Area School District, WI|5511190|10685|468|-888888888|-888888888|9930|453|92.9|2|65|49|0.6|0.5|225|128|2.1|1.2|290|137|2.7|1.3|175|129|1.6|1.2
Osseo-Fairchild School District, WI|5511220|1060|142|-888888888|-888888888|1005|118|94.8|5.6|4|5|0.4|0.5|50|63|4.7|5.6|0|13|-888888888|1.9|0|13|-888888888|1.9
Owen-Withee School District, WI|5511310|920|119|-888888888|-888888888|480|92|52.2|7.3|45|37|4.9|3.9|400|85|43.5|7.5|0|9|-888888888|2.1|0|9|-888888888|2.1
Palmyra-Eagle Area School District, WI|5511350|1045|216|-888888888|-888888888|1030|209|98.6|2.5|15|25|1.4|2.5|0|13|-888888888|1.9|0|13|-888888888|1.9|0|13|-888888888|1.9
Pardeeville Area School District, WI|5511370|1255|164|-888888888|-888888888|1170|144|93.2|3.9|0|13|-888888888|1.6|85|53|6.8|3.9|0|13|-888888888|1.6|0|13|-888888888|1.6
Paris Joint No. 1 School District, WI|5511400|205|58|-888888888|-888888888|200|58|97.6|3.7|0|9|-888888888|9.3|4|6|2|2.7|0|9|-888888888|9.3|0|9|-888888888|9.3
Parkview School District, WI|5511130|830|136|-888888888|-888888888|755|124|91|5.7|55|47|6.6|5.4|20|18|2.4|2.1|0|13|-888888888|2.4|0|13|-888888888|2.4
Pecatonica Area School District, WI|5501310|465|79|-888888888|-888888888|435|76|93.5|5.6|25|21|5.4|4.6|4|6|0.9|2.7|0|9|-888888888|4.2|0|9|-888888888|4.2
Pepin Area School District, WI|5511580|280|46|-888888888|-888888888|280|46|100|6.9|0|9|-888888888|6.9|0|9|-888888888|6.9|0|9|-888888888|6.9|0|9|-888888888|6.9
Peshtigo School District, WI|5511610|1325|176|-888888888|-888888888|1295|184|97.7|3|25|39|1.9|3|4|6|0.3|0.5|0|13|-888888888|1.5|0|13|-888888888|1.5
Pewaukee School District, WI|5511640|2650|336|-888888888|-888888888|2595|332|97.9|2.1|25|31|0.9|1.2|0|15|-888888888|0.8|30|48|1.1|1.8|0|15|-888888888|0.8
Phillips School District, WI|5511730|945|79|-888888888|-888888888|900|82|95.2|2|4|4|0.4|0.6|30|18|3.2|1.9|0|13|-888888888|2.1|10|11|1.1|1.4
Pittsville School District, WI|5511790|665|105|-888888888|-888888888|660|105|99.2|1.3|0|9|-888888888|3|4|4|0.6|0.9|0|9|-888888888|3|0|9|-888888888|3
Platteville School District, WI|5511850|2020|227|-888888888|-888888888|1920|224|95|2|4|8|0.2|0.6|70|32|3.5|1.6|20|22|1|1.1|0|15|-888888888|1
Plum City School District, WI|5511880|300|72|-888888888|-888888888|280|72|93.3|5.3|15|14|5|4.7|4|8|1.3|3.8|0|9|-888888888|6.4|0|9|-888888888|6.4
Plymouth School District, WI|5511940|2380|275|-888888888|-888888888|2345|274|98.5|1.3|20|25|0.8|1.1|15|19|0.6|0.9|0|15|-888888888|0.8|0|15|-888888888|0.8
Port Edwards School District, WI|5511970|710|167|-888888888|-888888888|705|168|99.3|1.3|0|9|-888888888|2.8|4|5|0.6|0.7|4|7|0.6|0.8|0|9|-888888888|2.8
Port Washington-Saukville School District, WI|5512000|2775|417|-888888888|-888888888|2745|419|98.9|1.2|15|24|0.5|0.9|4|5|0.1|0.3|15|22|0.5|0.8|0|15|-888888888|0.7
Portage Community School District, WI|5512060|2495|235|-888888888|-888888888|2410|231|96.6|2|70|47|2.8|1.8|4|7|0.2|0.4|0|15|-888888888|0.8|4|8|0.2|0.4
Potosi School District, WI|5512090|295|48|-888888888|-888888888|275|46|93.2|4.8|10|8|3.4|2.9|10|12|3.4|3.9|0|9|-888888888|6.6|0|9|-888888888|6.6
Poynette School District, WI|5512120|1255|167|-888888888|-888888888|1220|162|97.2|2.2|25|21|2|1.7|0|13|-888888888|1.6|10|9|0.8|1|0|13|-888888888|1.6
Prairie du Chien Area School District, WI|5512150|1065|103|-888888888|-888888888|1040|109|97.7|2.6|10|17|0.9|1.8|15|18|1.4|1.6|0|13|-888888888|1.9|0|13|-888888888|1.9
Prairie Farm School District, WI|5512180|280|58|-888888888|-888888888|275|59|98.2|2.6|0|9|-888888888|6.9|4|4|1.4|1.7|0|9|-888888888|6.9|0|9|-888888888|6.9
Prentice School District, WI|5512210|415|57|-888888888|-888888888|410|57|98.8|1.5|4|6|1|2|0|9|-888888888|4.7|0|9|-888888888|4.7|0|9|-888888888|4.7
Prescott School District, WI|5512240|1425|203|-888888888|-888888888|1425|203|100|1.4|0|13|-888888888|1.4|0|13|-888888888|1.4|0|13|-888888888|1.4|0|13|-888888888|1.4
Princeton School District, WI|5512300|375|77|-888888888|-888888888|375|77|100|5.2|4|4|1.1|1.5|0|9|-888888888|5.2|0|9|-888888888|5.2|0|9|-888888888|5.2
Pulaski Community School District, WI|5512330|4300|575|-888888888|-888888888|4260|575|99.1|1.1|15|20|0.3|0.5|25|42|0.6|1|0|17|-888888888|0.5|0|17|-888888888|0.5
Racine School District, WI|5512360|26410|569|-888888888|-888888888|22825|777|86.4|2.5|2515|566|9.5|2.1|625|357|2.4|1.3|205|110|0.8|0.4|245|185|0.9|0.7
Randall Joint No. 1 School District, WI|5512390|855|251|-888888888|-888888888|795|231|93|7.7|50|66|5.8|7.5|10|21|1.2|2.6|0|13|-888888888|2.3|0|13|-888888888|2.3
Randolph School District, WI|5512420|590|122|-888888888|-888888888|580|122|98.3|1.5|10|7|1.7|1.6|4|3|0.7|0.7|0|9|-888888888|3.3|0|9|-888888888|3.3
Random Lake School District, WI|5512450|790|131|-888888888|-888888888|760|126|96.2|4.8|30|39|3.8|4.8|0|13|-888888888|2.5|0|13|-888888888|2.5|0|13|-888888888|2.5
Reedsburg School District, WI|5512660|3600|299|-888888888|-888888888|3255|344|90.4|4.3|245|129|6.8|3.8|95|75|2.6|2|4|5|0.1|0.2|0|15|-888888888|0.6
Reedsville School District, WI|5512690|820|133|-888888888|-888888888|735|128|89.6|4.6|20|25|2.4|3|65|27|7.9|3.5|4|5|0.5|0.6|0|9|-888888888|2.4
Rhinelander School District, WI|5512720|3080|200|-888888888|-888888888|3055|202|99.2|0.6|10|12|0.3|0.4|10|9|0.3|0.3|0|17|-888888888|0.6|0|17|-888888888|0.6
Rib Lake School District, WI|5512780|535|77|-888888888|-888888888|510|69|95.3|4.3|15|23|2.8|4.2|4|5|0.7|1|4|5|0.7|1|0|9|-888888888|3.7
Rice Lake Area School District, WI|5512810|2690|237|-888888888|-888888888|2600|252|96.7|2.8|70|70|2.6|2.7|20|24|0.7|0.9|0|15|-888888888|0.7|0|15|-888888888|0.7
Richland School District, WI|5512960|1720|124|-888888888|-888888888|1510|129|87.8|6.4|105|89|6.1|5.1|105|72|6.1|4.1|0|15|-888888888|1.2|0|15|-888888888|1.2
Richmond School District, WI|5508130|535|115|-888888888|-888888888|530|113|99.1|1.4|4|8|0.7|1.5|0|9|-888888888|3.7|0|9|-888888888|3.7|0|9|-888888888|3.7
Rio Community School District, WI|5512990|435|79|-888888888|-888888888|415|69|95.4|5.2|15|24|3.4|5.4|4|4|0.9|1.6|0|9|-888888888|4.5|0|9|-888888888|4.5
Ripon Area School District, WI|5513020|1685|291|-888888888|-888888888|1650|287|97.9|3.2|40|53|2.4|3.1|0|15|-888888888|1.2|0|15|-888888888|1.2|0|15|-888888888|1.2
River Falls School District, WI|5513050|3890|428|-888888888|-888888888|3785|446|97.3|1.9|25|25|0.6|0.6|10|12|0.3|0.3|75|61|1.9|1.6|0|17|-888888888|0.5
River Ridge School District, WI|5500017|725|97|-888888888|-888888888|645|90|89|6.1|4|7|0.6|1|70|42|9.7|5.5|0|9|-888888888|2.7|4|3|0.6|1.3
River Valley School District, WI|5514250|1350|129|-888888888|-888888888|1310|126|97|1.9|25|23|1.9|1.7|10|8|0.7|0.6|4|7|0.3|0.5|4|3|0.3|0.5
Riverdale School District, WI|5510140|785|142|-888888888|-888888888|730|137|93|4.5|4|2|0.5|1.4|55|35|7|4.6|0|9|-888888888|2.5|0|9|-888888888|2.5
Rosendale-Brandon School District, WI|5513100|920|136|-888888888|-888888888|910|133|98.9|1|4|4|0.4|0.6|4|6|0.4|0.7|0|13|-888888888|2.1|0|13|-888888888|2.1
Rosholt School District, WI|5513140|570|100|-888888888|-888888888|560|101|98.2|2|10|10|1.8|2|0|9|-888888888|3.4|0|9|-888888888|3.4|0|9|-888888888|3.4
Royall School District, WI|5504380|815|138|-888888888|-888888888|680|109|83.4|9|0|9|-888888888|2.4|135|85|16.6|9|0|9|-888888888|2.4|0|9|-888888888|2.4
Salem School District, WI|5513350|1450|235|-888888888|-888888888|1395|238|96.2|2.9|4|10|0.3|1|40|36|2.8|2.6|0|13|-888888888|1.4|10|18|0.7|1.3
Sauk Prairie School District, WI|5513410|2740|282|-888888888|-888888888|2635|282|96.2|2.3|95|63|3.5|2.3|4|6|0.1|0.4|4|3|0.1|0.3|0|15|-888888888|0.7
Seneca School District, WI|5513470|260|85|-888888888|-888888888|260|84|100|7.4|4|3|1.5|3.1|4|3|1.5|2.5|0|9|-888888888|7.4|0|9|-888888888|7.4
Sevastopol School District, WI|5513500|535|105|-888888888|-888888888|460|96|86|8.2|60|44|11.2|7.9|15|13|2.8|2.2|0|13|-888888888|3.7|0|13|-888888888|3.7
Seymour Community School District, WI|5513530|2245|246|-888888888|-888888888|2120|235|94.4|3.5|50|39|2.2|1.7|10|11|0.4|0.6|45|61|2|2.6|25|24|1.1|1.1
Sharon Joint No. 11 School District, WI|5513560|340|116|-888888888|-888888888|240|84|70.6|14.8|100|70|29.4|15.2|4|4|1.2|1.9|0|9|-888888888|5.7|0|9|-888888888|5.7
Shawano School District, WI|5513620|2785|185|-888888888|-888888888|2760|181|99.1|0.6|15|16|0.5|0.6|4|7|0.1|0.4|0|15|-888888888|0.7|0|15|-888888888|0.7
Sheboygan Area School District, WI|5513650|10795|457|-888888888|-888888888|8690|543|80.5|3.5|1025|239|9.5|2.2|125|158|1.2|1.4|940|250|8.7|2.3|15|25|0.1|0.2
Sheboygan Falls School District, WI|5513680|2310|315|-888888888|-888888888|2205|320|95.5|2.8|55|38|2.4|1.7|0|15|-888888888|0.9|55|54|2.4|2.4|0|15|-888888888|0.9
Shell Lake School District, WI|5513710|815|106|-888888888|-888888888|780|106|95.7|2.3|20|16|2.5|1.9|4|5|0.5|0.7|10|7|1.2|1|0|9|-888888888|2.4
Shiocton School District, WI|5513770|670|111|-888888888|-888888888|655|109|97.8|1.5|10|9|1.5|1.5|4|4|0.6|1|0|9|-888888888|2.9|0|9|-888888888|2.9
Shorewood School District, WI|5513800|1965|277|-888888888|-888888888|1625|246|82.7|7.2|120|103|6.1|5.1|150|120|7.6|5.9|50|40|2.5|2.1|20|24|1|1.2
Shullsburg School District, WI|5513830|455|85|-888888888|-888888888|360|75|79.1|9.8|60|41|13.2|8.4|30|20|6.6|4.6|0|9|-888888888|4.3|0|9|-888888888|4.3
Silver Lake Joint No. 1 School District, WI|5513860|595|183|-888888888|-888888888|580|178|97.5|3.6|0|9|-888888888|3.3|10|18|1.7|3.1|0|9|-888888888|3.3|0|9|-888888888|3.3
Siren School District, WI|5513890|540|115|-888888888|-888888888|540|115|100|3.6|0|9|-888888888|3.6|0|9|-888888888|3.6|0|9|-888888888|3.6|0|9|-888888888|3.6
Slinger School District, WI|5513950|3110|353|-888888888|-888888888|2895|355|93.1|4.6|80|87|2.6|2.8|125|110|4|3.5|10|12|0.3|0.4|0|15|-888888888|0.6
Solon Springs School District, WI|5513980|340|58|-888888888|-888888888|340|57|100|5.7|4|3|1.2|2.3|0|9|-888888888|5.7|0|9|-888888888|5.7|0|9|-888888888|5.7
Somerset School District, WI|5514010|1800|245|-888888888|-888888888|1705|235|94.7|5.9|95|109|5.3|5.9|4|8|0.2|0.4|0|13|-888888888|1.1|0|13|-888888888|1.1
South Milwaukee School District, WI|5514040|3105|344|-888888888|-888888888|2635|324|84.9|4.8|250|128|8.1|3.9|205|115|6.6|3.8|10|18|0.3|0.6|10|12|0.3|0.5
South Shore School District, WI|5512030|175|32|-888888888|-888888888|175|32|100|10.8|4|2|2.3|5.7|4|3|2.3|5|0|9|-888888888|10.8|0|9|-888888888|10.8
Southern Door County School District, WI|5514130|1370|190|-888888888|-888888888|1285|198|93.8|4.2|70|53|5.1|4|15|16|1.1|1.1|0|13|-888888888|1.4|0|13|-888888888|1.4
Southwestern Wisconsin School District, WI|5506300|670|149|-888888888|-888888888|665|149|99.3|0.8|4|5|0.6|1|0|9|-888888888|2.9|0|9|-888888888|2.9|0|9|-888888888|2.9
Sparta Area School District, WI|5514160|3565|320|-888888888|-888888888|3360|308|94.2|3.8|115|106|3.2|3|10|9|0.3|0.2|80|87|2.2|2.4|0|15|-888888888|0.6
Spencer School District, WI|5514190|870|101|-888888888|-888888888|840|104|96.6|2.3|4|11|0.5|1.6|20|16|2.3|1.9|4|7|0.5|0.8|0|9|-888888888|2.3
Spooner Area School District, WI|5514220|1370|115|-888888888|-888888888|1345|114|98.2|0.9|15|9|1.1|0.9|4|3|0.3|0.5|10|7|0.7|0.7|4|4|0.3|0.5
Spring Valley School District, WI|5514340|785|144|-888888888|-888888888|775|144|98.7|1.3|4|6|0.5|0.7|4|5|0.5|0.6|0|9|-888888888|2.5|0|9|-888888888|2.5
St. Croix Central School District, WI|5506060|1860|186|-888888888|-888888888|1780|174|95.7|1.8|30|17|1.6|1|35|28|1.9|1.4|10|17|0.5|1|0|13|-888888888|1.1
St. Croix Falls School District, WI|5513230|1185|152|-888888888|-888888888|1170|152|98.7|1|10|9|0.8|0.7|4|4|0.3|0.5|0|13|-888888888|1.7|0|13|-888888888|1.7
Stanley-Boyd Area School District, WI|5514430|1590|252|-888888888|-888888888|1250|186|78.6|9.6|45|61|2.8|3.8|295|175|18.6|9.3|0|13|-888888888|1.2|0|13|-888888888|1.2
Stevens Point Area School District, WI|5514490|8065|262|-888888888|-888888888|7585|267|94|1.8|135|72|1.7|0.9|85|66|1.1|0.8|215|99|2.7|1.2|40|53|0.5|0.7
Stockbridge School District, WI|5514520|215|61|-888888888|-888888888|215|61|100|8.9|0|9|-888888888|8.9|0|9|-888888888|8.9|0|9|-888888888|8.9|0|9|-888888888|8.9
Stone Bank School District, WI|5509390|410|86|-888888888|-888888888|395|86|96.3|4.5|15|19|3.7|4.5|0|9|-888888888|4.8|0|9|-888888888|4.8|0|9|-888888888|4.8
Stoughton Area School District, WI|5514550|3240|368|-888888888|-888888888|3050|373|94.1|4.1|175|135|5.4|4.1|15|13|0.5|0.4|0|17|-888888888|0.6|0|17|-888888888|0.6
Stratford School District, WI|5514580|870|116|-888888888|-888888888|825|107|94.8|3.3|20|17|2.3|1.8|20|24|2.3|2.7|0|13|-888888888|2.3|0|13|-888888888|2.3
Sturgeon Bay School District, WI|5514610|1390|266|-888888888|-888888888|1390|266|100|1.4|0|13|-888888888|1.4|0|13|-888888888|1.4|0|13|-888888888|1.4|0|13|-888888888|1.4
Sun Prairie Area School District, WI|5514640|9435|709|-888888888|-888888888|8720|753|92.4|3.1|185|160|2|1.7|75|62|0.8|0.6|290|143|3.1|1.5|165|138|1.7|1.5
Superior School District, WI|5514670|5265|210|-888888888|-888888888|5070|212|96.3|1.6|35|27|0.7|0.5|55|48|1|0.9|110|65|2.1|1.2|0|20|-888888888|0.4
Suring School District, WI|5514700|595|126|-888888888|-888888888|580|124|97.5|2.7|4|3|0.7|1.3|10|15|1.7|2.4|0|9|-888888888|3.3|0|9|-888888888|3.3
Swallow School District, WI|5509240|755|131|-888888888|-888888888|750|131|99.3|1.1|0|9|-888888888|2.6|4|8|0.5|1.3|0|9|-888888888|2.6|0|9|-888888888|2.6
Thorp School District, WI|5514820|1120|148|-888888888|-888888888|720|128|64.3|8.2|30|26|2.7|2.2|370|103|33|7.9|4|4|0.4|0.5|0|9|-888888888|1.8
Three Lakes School District, WI|5514850|550|121|-888888888|-888888888|545|121|99.1|2.3|0|9|-888888888|3.6|0|9|-888888888|3.6|4|11|0.7|2.7|0|9|-888888888|3.6
Tigerton School District, WI|5514880|225|61|-888888888|-888888888|225|61|100|8.5|0|9|-888888888|8.5|0|9|-888888888|8.5|0|9|-888888888|8.5|0|9|-888888888|8.5
Tomah Area School District, WI|5514910|3685|281|-888888888|-888888888|3465|283|94|2.9|15|16|0.4|0.5|185|108|5|2.9|4|6|0.1|0.2|15|14|0.4|0.4
Tomahawk School District, WI|5514940|1350|133|-888888888|-888888888|1350|133|100|1.5|4|3|0.3|0.6|0|15|-888888888|1.5|0|15|-888888888|1.5|0|15|-888888888|1.5
Tomorrow River School District, WI|5500330|955|139|-888888888|-888888888|940|136|98.4|1.3|15|13|1.6|1.3|0|13|-888888888|2.1|0|13|-888888888|2.1|0|13|-888888888|2.1
Tri-County Area School District, WI|5511820|670|109|-888888888|-888888888|590|113|88.1|5.1|75|33|11.2|5|4|2|0.6|1.1|4|4|0.6|0.6|0|9|-888888888|2.9
Turtle Lake School District, WI|5515060|485|97|-888888888|-888888888|450|87|92.8|5.3|30|28|6.2|5.1|4|5|0.8|1|0|9|-888888888|4|4|3|0.8|1.2
Twin Lakes No. 4 School District, WI|5515090|625|181|-888888888|-888888888|525|163|84|21.8|100|146|16|21.8|0|9|-888888888|3.1|0|9|-888888888|3.1|0|9|-888888888|3.1
Two Rivers School District, WI|5515120|1850|266|-888888888|-888888888|1690|263|91.4|5|95|78|5.1|4.1|35|34|1.9|1.9|35|37|1.9|2|0|15|-888888888|1.1
Union Grove Joint No. 1 School District, WI|5515180|1070|205|-888888888|-888888888|1070|205|100|1.8|0|13|-888888888|1.8|0|13|-888888888|1.8|0|13|-888888888|1.8|0|13|-888888888|1.8
Union Grove Union High School District, WI|5515150|2150|252|-888888888|-888888888|2120|254|98.6|1.9|30|39|1.4|1.9|0|15|-888888888|0.9|0|15|-888888888|0.9|0|15|-888888888|0.9
Unity School District, WI|5500750|1050|148|-888888888|-888888888|1020|151|97.1|1.9|15|17|1.4|1.8|4|6|0.4|0.5|0|13|-888888888|1.9|10|8|1|0.9
Valders Area School District, WI|5515210|1195|169|-888888888|-888888888|1165|168|97.5|1.5|20|14|1.7|1.3|4|6|0.3|0.5|4|8|0.3|0.8|0|13|-888888888|1.7
Verona Area School District, WI|5515330|6160|551|-888888888|-888888888|5345|492|86.8|4.1|560|241|9.1|3.7|125|139|2|2.2|130|138|2.1|2.3|0|17|-888888888|0.3
Viroqua Area School District, WI|5515360|2070|241|-888888888|-888888888|1690|205|81.6|8.5|25|18|1.2|0.9|360|195|17.4|8.6|0|13|-888888888|1|0|13|-888888888|1
Wabeno Area School District, WI|5515390|375|78|-888888888|-888888888|360|75|96|4.5|0|9|-888888888|5.2|0|9|-888888888|5.2|0|9|-888888888|5.2|15|17|4|4.5
Walworth Joint No. 1 School District, WI|5515450|850|165|-888888888|-888888888|655|170|77.1|11.3|185|104|21.8|12|0|9|-888888888|2.3|0|9|-888888888|2.3|10|16|1.2|1.9
Washburn School District, WI|5515540|540|79|-888888888|-888888888|525|82|97.2|3.4|4|7|0.7|1.6|4|6|0.7|1.3|0|9|-888888888|3.6|10|11|1.9|2.4
Washington-Caldwell School District, WI|5515700|215|88|-888888888|-888888888|215|88|100|8.9|0|9|-888888888|8.9|0|9|-888888888|8.9|0|9|-888888888|8.9|0|9|-888888888|8.9
Waterford Joint No. 1 School District, WI|5515660|2325|371|-888888888|-888888888|2315|372|99.6|0.7|10|17|0.4|0.7|0|15|-888888888|0.9|0|15|-888888888|0.9|0|15|-888888888|0.9
Waterford Union High School District, WI|5515600|3030|364|-888888888|-888888888|3005|357|99.2|0.9|10|17|0.3|0.6|0|15|-888888888|0.7|15|23|0.5|0.7|0|15|-888888888|0.7
Waterloo School District, WI|5515720|985|216|-888888888|-888888888|955|220|97|3.4|25|32|2.5|3.3|0|13|-888888888|2|4|4|0.4|0.8|0|13|-888888888|2
Watertown School District, WI|5515750|4695|402|-888888888|-888888888|4140|410|88.2|4.2|445|178|9.5|3.7|65|80|1.4|1.7|10|12|0.2|0.3|35|53|0.7|1.1
Waukesha School District, WI|5515780|13645|754|-888888888|-888888888|12345|746|90.5|2.2|1040|289|7.6|2.1|100|68|0.7|0.5|160|82|1.2|0.6|0|22|-888888888|0.1
Waunakee Community School District, WI|5515810|4615|574|-888888888|-888888888|4190|468|90.8|5.7|290|266|6.3|5.3|95|87|2.1|1.9|35|35|0.8|0.8|10|15|0.2|0.3
Waupaca School District, WI|5515840|2310|287|-888888888|-888888888|2220|296|96.1|2.8|85|62|3.7|2.7|4|8|0.2|0.5|0|15|-888888888|0.9|0|15|-888888888|0.9
Waupun School District, WI|5515870|3010|310|-888888888|-888888888|2830|345|94|4.3|95|97|3.2|3.2|40|61|1.3|2.1|40|57|1.3|1.9|0|15|-888888888|0.7
Wausau School District, WI|5515900|9495|479|-888888888|-888888888|8155|495|85.9|2.4|290|137|3.1|1.4|205|106|2.2|1.1|845|207|8.9|2.2|0|22|-888888888|0.2
Wausaukee School District, WI|5515930|305|76|-888888888|-888888888|305|76|100|6.3|0|9|-888888888|6.3|0|9|-888888888|6.3|0|9|-888888888|6.3|0|9|-888888888|6.3
Wautoma Area School District, WI|5515960|1575|161|-888888888|-888888888|1080|143|68.6|9.2|295|66|18.7|4.3|205|156|13|9.3|4|3|0.3|0.5|0|15|-888888888|1.3
Wauwatosa School District, WI|5515990|8190|669|-888888888|-888888888|7725|657|94.3|1.9|225|113|2.7|1.4|150|113|1.8|1.3|80|49|1|0.6|4|11|0|0.2
Wauzeka-Steuben School District, WI|5516020|355|78|-888888888|-888888888|355|78|100|5.5|4|4|1.1|1.5|0|9|-888888888|5.5|0|9|-888888888|5.5|0|9|-888888888|5.5
Webster School District, WI|5516230|620|97|-888888888|-888888888|600|101|96.8|2.4|15|12|2.4|2.3|0|13|-888888888|3.2|4|4|0.6|0.9|4|5|0.6|0.8
West Allis School District, WI|5516260|9590|619|-888888888|-888888888|8000|615|83.4|4.2|1355|399|14.1|4|90|73|0.9|0.8|140|152|1.5|1.6|0|22|-888888888|0.2
West Bend School District, WI|5516290|8255|457|-888888888|-888888888|8115|453|98.3|1.1|60|55|0.7|0.7|40|47|0.5|0.6|45|45|0.5|0.6|0|22|-888888888|0.2
West De Pere School District, WI|5516320|3945|552|-888888888|-888888888|3760|541|95.3|3.2|115|96|2.9|2.4|40|53|1|1.3|30|57|0.8|1.5|0|17|-888888888|0.5
West Salem School District, WI|5516350|2590|357|-888888888|-888888888|2540|361|98.1|1.7|30|40|1.2|1.6|4|4|0.2|0.1|10|20|0.4|0.9|0|15|-888888888|0.8
Westby Area School District, WI|5516410|1370|151|-888888888|-888888888|1170|110|85.4|7.8|4|6|0.3|0.3|200|122|14.6|7.8|0|13|-888888888|1.4|0|13|-888888888|1.4
Westfield School District, WI|5516440|1410|129|-888888888|-888888888|1300|124|92.2|3.1|15|12|1.1|0.9|75|40|5.3|2.7|0|13|-888888888|1.4|20|18|1.4|1.3
Weston School District, WI|5516470|650|121|-888888888|-888888888|410|81|63.1|10.1|0|9|-888888888|3|240|92|36.9|10.1|0|9|-888888888|3|0|9|-888888888|3
Westosha Central High School District, WI|5513290|3490|359|-888888888|-888888888|3430|356|98.3|1.2|4|10|0.1|0.4|40|37|1.1|1.1|0|17|-888888888|0.6|10|18|0.3|0.5
Weyauwega-Fremont School District, WI|5516500|960|156|-888888888|-888888888|875|130|91.1|5.9|80|62|8.3|5.7|10|8|1|0.9|0|13|-888888888|2.1|0|13|-888888888|2.1
Whitefish Bay School District, WI|5516620|3555|359|-888888888|-888888888|3335|370|93.8|3.1|110|93|3.1|2.6|85|52|2.4|1.5|25|23|0.7|0.7|0|15|-888888888|0.6
Whitehall School District, WI|5516650|1005|176|-888888888|-888888888|830|150|82.6|6.8|55|27|5.5|3.1|120|84|11.9|7.4|0|13|-888888888|2|0|13|-888888888|2
Whitewater School District, WI|5516680|2130|225|-888888888|-888888888|1825|239|85.7|6|295|130|13.8|6|10|13|0.5|0.6|0|17|-888888888|0.9|0|17|-888888888|0.9
Whitnall School District, WI|5506000|2640|538|-888888888|-888888888|2500|549|94.7|3.9|110|88|4.2|3.5|10|18|0.4|0.7|20|35|0.8|1.4|0|15|-888888888|0.8
Wild Rose School District, WI|5516710|560|91|-888888888|-888888888|520|86|92.9|5.7|40|33|7.1|5.7|0|13|-888888888|3.5|0|13|-888888888|3.5|0|13|-888888888|3.5
Williams Bay School District, WI|5516740|660|140|-888888888|-888888888|640|141|97|4.3|20|28|3|4.3|0|9|-888888888|3|0|9|-888888888|3|0|9|-888888888|3
Wilmot Union High School District, WI|5516770|3005|370|-888888888|-888888888|2770|357|92.2|6.3|205|186|6.8|6|25|27|0.8|0.9|0|15|-888888888|0.7|0|15|-888888888|0.7
Winneconne Community School District, WI|5516830|1640|205|-888888888|-888888888|1585|205|96.6|2|45|32|2.7|2.1|4|9|0.2|0.6|0|13|-888888888|1.2|0|13|-888888888|1.2
Winter School District, WI|5516860|310|64|-888888888|-888888888|300|64|96.8|3.8|0|9|-888888888|6.2|0|9|-888888888|6.2|0|9|-888888888|6.2|10|7|3.2|3.8
